2024-10-14 07:21:30.151 GMT [62] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:21:33.612 GMT [63] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:21:35.155 GMT [64] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:21:38.618 GMT [65] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:21:40.161 GMT [66] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:21:43.623 GMT [68] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:21:45.168 GMT [69] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:21:48.629 GMT [70] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:21:50.171 GMT [71] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:21:53.633 GMT [72] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:21:55.178 GMT [73] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:21:58.635 GMT [74] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:00.183 GMT [75] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:22:03.640 GMT [77] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:05.188 GMT [78] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:22:08.644 GMT [79] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:10.191 GMT [80] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:22:13.649 GMT [81] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:15.197 GMT [82] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:22:18.661 GMT [83] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:20.201 GMT [84] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:22:23.656 GMT [86] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:25.206 GMT [87] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:22:28.661 GMT [89] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:30.211 GMT [90] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:22:33.665 GMT [91] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:35.216 GMT [92] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:22:38.670 GMT [93] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:40.222 GMT [94] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:22:43.674 GMT [96] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:45.226 GMT [97] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:22:48.680 GMT [98] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:50.231 GMT [99] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
